param T := 2519;
set ASSETS := AGG	DBC	DFE	DIA	DXJ	EEM	EFA	EWG	EWH	EWI	EWT	EWU	EWW	EWY	EWZ	EZU	FEZ	FXI	GDX	GLD	IAU	IBB	ITB	IVV	IWD	IWM	IYR	KBE	KRE	LQD	OIL	SDS	SH	SLV	SPY	USO	VGK	VNQ	VTI	VWO	XHB	XLB	XLE	XLF	XLI	XLK	XLP	XLU	XLV	XLY	XME	XOP;

param Ret:
	AGG	DBC	DFE	DIA	DXJ	EEM	EFA	EWG	EWH	EWI	EWT	EWU	EWW	EWY	EWZ	EZU	FEZ	FXI	GDX	GLD	IAU	IBB	ITB	IVV	IWD	IWM	IYR	KBE	KRE	LQD	OIL	SDS	SH	SLV	SPY	USO	VGK	VNQ	VTI	VWO	XHB	XLB	XLE	XLF	XLI	XLK	XLP	XLU	XLV	XLY	XME	XOP:=
1104	0.003	-0.007	0.008	0.005	0.021	-0.008	0.007	0.008	0.003	0.006	-0.006	-0.001	-0.005	0.000	-0.012	0.006	0.005	-0.008	-0.004	0.004	0.004	0.002	-0.001	0.004	0.006	0.101	0.013	0.005	0.004	0.003	-0.004	-0.007	-0.003	0.005	0.003	-0.004	0.002	0.014	0.003	-0.008	0.003	0.000	0.000	0.008	0.003	0.000	0.007	0.009	0.006	0.004	0.001	0.004
1105	0.001	0.010	0.009	0.005	-0.003	0.006	-0.005	0.005	0.002	0.005	0.012	0.004	0.011	0.009	0.011	0.002	0.001	0.000	0.014	0.017	0.017	-0.014	0.004	0.002	0.002	-0.085	-0.005	-0.002	-0.007	0.002	0.008	-0.005	-0.002	-0.007	0.004	0.007	0.004	-0.006	0.003	0.007	0.001	0.004	0.015	-0.003	0.004	0.000	0.003	0.002	0.000	0.000	0.013	0.019
1106	-0.003	-0.010	-0.004	-0.002	0.005	0.000	0.006	-0.002	0.003	-0.012	-0.004	-0.002	-0.009	0.010	-0.013	-0.001	-0.001	-0.003	-0.032	-0.013	-0.013	0.006	-0.013	-0.001	-0.001	-0.012	0.000	-0.004	-0.008	-0.002	-0.006	0.003	0.001	-0.088	-0.002	-0.005	-0.002	0.001	-0.002	-0.001	-0.009	-0.007	-0.013	-0.004	-0.002	-0.004	0.001	0.000	0.010	0.003	-0.008	-0.017
1107	0.000	-0.010	-0.013	0.000	-0.004	-0.023	-0.008	-0.005	-0.014	-0.002	-0.014	-0.018	-0.025	-0.020	-0.020	-0.003	-0.003	-0.013	-0.032	-0.004	-0.003	-0.008	-0.014	-0.004	-0.004	-0.012	-0.006	0.008	0.004	0.000	-0.018	0.008	0.004	-0.051	-0.004	-0.019	-0.008	-0.009	-0.006	-0.020	-0.010	-0.009	-0.026	0.005	-0.004	0.001	0.002	0.006	-0.003	-0.006	-0.016	-0.036
1108	0.002	-0.017	0.000	-0.007	-0.008	-0.016	-0.008	-0.012	-0.009	-0.014	-0.006	-0.005	-0.015	-0.020	-0.025	-0.011	-0.011	-0.017	0.003	-0.014	-0.014	-0.007	0.000	-0.007	-0.007	-0.013	-0.006	-0.008	-0.007	0.001	-0.020	0.013	0.006	-0.057	-0.006	-0.018	-0.008	-0.006	-0.007	-0.018	-0.005	-0.018	-0.017	-0.010	-0.014	-0.003	-0.001	-0.001	-0.001	-0.003	-0.025	-0.031
1109	0.002	-0.067	-0.023	-0.011	-0.011	-0.010	-0.020	-0.025	-0.004	-0.032	0.003	-0.024	-0.010	-0.011	-0.007	-0.028	-0.030	-0.007	-0.038	-0.029	-0.029	-0.013	0.005	-0.009	-0.009	-0.005	-0.002	-0.014	-0.008	0.004	-0.094	0.018	0.009	-0.119	-0.009	-0.091	-0.026	0.000	-0.008	-0.011	0.006	-0.012	-0.020	-0.012	-0.004	-0.006	-0.008	-0.007	-0.006	0.000	-0.021	-0.022
1110	0.000	-0.003	0.006	0.005	0.013	0.013	0.001	-0.002	0.008	-0.013	0.010	0.002	0.005	0.007	0.016	-0.008	-0.010	0.009	-0.001	0.013	0.013	0.014	-0.002	0.004	0.004	0.006	-0.005	0.000	-0.008	0.000	-0.013	-0.008	-0.004	0.022	0.004	-0.012	-0.005	-0.009	0.004	0.014	0.001	0.009	0.004	0.005	0.009	0.002	0.003	0.006	0.007	0.000	0.006	0.013
1111	0.001	0.037	-0.008	0.003	-0.001	0.002	0.007	0.001	0.007	0.004	0.004	0.006	0.006	-0.007	0.004	0.003	-0.003	0.002	0.020	0.014	0.014	0.016	-0.006	0.004	0.004	0.012	0.004	-0.002	0.000	0.001	0.054	-0.009	-0.004	0.073	0.004	0.051	0.008	0.005	0.005	0.003	0.000	0.014	0.017	-0.002	0.004	0.004	0.003	0.002	0.006	0.001	0.026	0.032
1112	-0.002	0.009	0.021	0.006	0.006	0.012	0.010	0.014	0.010	0.016	0.008	0.013	0.013	0.009	0.009	0.015	0.017	0.010	-0.008	0.004	0.003	0.005	0.002	0.009	0.009	0.015	0.014	0.009	0.015	-0.004	0.004	-0.017	-0.009	0.015	0.009	0.005	0.012	0.016	0.009	0.008	0.011	0.009	0.006	0.011	0.009	0.009	0.006	0.014	0.006	0.013	0.000	0.011
1113	0.002	-0.032	-0.018	-0.009	-0.016	-0.022	-0.020	-0.022	-0.019	-0.021	-0.016	-0.012	-0.018	-0.015	-0.026	-0.021	-0.021	-0.015	-0.033	-0.009	-0.009	-0.006	-0.015	-0.010	-0.011	-0.019	-0.011	-0.009	-0.012	0.002	-0.043	0.020	0.011	-0.083	-0.010	-0.042	-0.018	-0.011	-0.010	-0.018	-0.016	-0.027	-0.029	-0.015	-0.013	-0.009	-0.002	-0.003	-0.002	-0.010	-0.040	-0.044
1114	-0.001	0.001	0.005	0.005	0.005	0.003	0.003	0.003	0.006	0.003	0.010	-0.003	-0.003	-0.003	0.001	0.005	0.002	0.002	-0.005	0.000	0.000	0.013	0.003	0.004	0.003	0.009	0.000	-0.003	0.007	-0.002	-0.002	-0.009	-0.005	-0.031	0.005	-0.002	0.005	0.002	0.005	0.000	0.006	-0.001	-0.002	0.000	0.002	0.008	0.015	0.010	0.009	0.010	0.008	-0.007
1115	0.002	0.002	-0.015	-0.008	-0.024	-0.022	-0.016	-0.021	-0.002	-0.014	-0.020	-0.011	-0.012	-0.020	-0.021	-0.020	-0.019	-0.012	-0.008	-0.007	-0.007	-0.005	-0.010	-0.008	-0.008	-0.014	-0.009	-0.018	-0.022	0.003	0.004	0.016	0.008	0.032	-0.008	0.004	-0.018	-0.011	-0.009	-0.020	-0.010	-0.013	-0.005	-0.015	-0.012	-0.012	-0.001	-0.005	-0.003	-0.008	-0.022	-0.007
1116	0.002	-0.013	-0.004	-0.004	-0.007	-0.001	-0.002	-0.002	-0.004	-0.003	-0.008	-0.004	0.002	-0.004	0.000	0.000	-0.001	-0.002	0.005	-0.002	-0.001	-0.015	-0.002	-0.006	-0.004	-0.015	0.002	0.001	-0.003	0.003	-0.025	0.012	0.006	-0.045	-0.006	-0.024	0.000	0.001	-0.007	0.000	-0.011	-0.004	-0.008	-0.001	-0.004	-0.014	0.000	0.001	0.002	-0.013	-0.006	-0.011
1117	0.001	0.002	0.007	-0.005	0.004	0.003	0.002	-0.003	-0.001	0.001	-0.003	0.003	-0.006	-0.002	0.016	0.001	0.001	0.001	0.009	-0.004	-0.005	0.002	-0.008	0.000	0.001	-0.003	-0.001	0.017	0.011	0.001	0.002	0.000	0.000	0.007	0.000	0.001	0.002	0.000	-0.001	0.005	-0.007	-0.012	0.000	0.008	-0.014	0.000	0.002	0.007	0.000	0.001	0.006	-0.005
1118	-0.002	0.021	0.005	0.007	0.014	0.016	0.006	0.008	0.009	0.006	0.013	0.007	0.017	0.022	0.001	0.006	0.007	0.023	0.007	0.006	0.006	0.009	0.014	0.009	0.009	0.015	0.011	0.003	0.004	-0.002	0.027	-0.018	-0.009	0.035	0.009	0.024	0.008	0.010	0.010	0.014	0.015	0.022	0.021	0.005	0.014	0.008	0.002	-0.003	0.008	0.012	0.015	0.035
1119	-0.001	-0.009	0.006	0.004	-0.014	-0.006	0.006	0.010	0.007	0.011	-0.006	0.007	0.005	-0.010	-0.012	0.015	0.008	-0.001	0.005	0.000	0.001	-0.005	0.007	0.002	0.001	0.002	0.002	0.000	0.003	0.002	-0.013	-0.004	-0.002	0.001	0.002	-0.011	0.011	0.004	0.002	-0.005	0.001	0.000	0.000	0.000	0.006	0.002	0.006	0.002	-0.003	0.003	-0.009	0.001
1120	0.001	0.009	-0.013	-0.011	-0.010	-0.008	-0.015	-0.027	-0.010	-0.034	-0.012	-0.004	-0.001	-0.006	0.000	-0.025	-0.023	-0.003	0.001	0.013	0.013	0.003	0.002	-0.007	-0.007	-0.008	-0.011	-0.016	-0.013	-0.001	0.012	0.015	0.008	-0.003	-0.007	0.010	-0.017	-0.012	-0.007	-0.008	-0.006	-0.011	-0.001	-0.014	-0.012	-0.008	-0.004	-0.001	-0.009	-0.011	-0.008	0.006
1121	0.001	-0.016	-0.021	-0.010	-0.007	-0.021	-0.022	-0.026	-0.019	-0.023	-0.017	-0.026	-0.013	-0.037	-0.014	-0.024	-0.023	-0.024	-0.006	0.002	0.002	-0.015	-0.014	-0.012	-0.012	-0.018	-0.010	-0.015	-0.017	-0.001	-0.028	0.023	0.011	0.003	-0.012	-0.025	-0.024	-0.010	-0.013	-0.020	-0.012	-0.009	-0.017	-0.014	-0.013	-0.012	-0.006	-0.012	-0.009	-0.008	-0.015	-0.022
1122	0.000	0.013	0.007	-0.002	0.009	0.010	0.006	0.006	0.001	0.005	0.004	0.006	0.008	0.005	0.018	0.004	0.002	0.008	0.023	0.005	0.005	-0.004	-0.005	-0.001	-0.001	-0.005	0.003	-0.001	-0.002	0.001	0.022	0.001	0.001	0.043	-0.001	0.021	0.005	0.003	-0.001	0.008	-0.004	0.006	0.014	-0.001	-0.005	-0.003	0.000	-0.001	-0.003	-0.005	0.009	0.016
1123	0.000	0.018	0.004	0.003	0.007	0.002	0.006	0.005	0.004	0.008	0.003	0.011	0.007	0.000	-0.001	0.006	0.008	0.004	0.008	0.000	0.001	0.007	0.012	0.003	0.003	0.013	0.004	-0.002	0.000	-0.002	0.018	-0.006	-0.004	0.034	0.003	0.016	0.009	0.004	0.004	0.003	0.011	0.014	0.017	0.001	0.009	0.003	-0.007	-0.002	0.001	0.001	0.019	0.023
1124	0.002	0.004	0.009	0.001	-0.003	0.013	0.009	0.003	0.002	0.005	0.004	0.012	0.008	0.023	0.019	0.005	0.004	0.006	0.000	-0.002	-0.003	0.008	0.017	0.005	0.005	0.013	0.013	0.004	0.005	0.004	-0.008	-0.009	-0.004	-0.012	0.005	-0.008	0.009	0.014	0.006	0.012	0.011	0.002	0.005	0.005	0.004	0.007	0.002	0.000	0.001	0.009	0.010	0.008
1125	0.001	0.006	0.006	0.003	-0.005	0.011	0.007	0.008	0.005	0.004	0.004	0.010	0.008	0.020	0.013	0.007	0.010	0.011	0.015	0.010	0.010	0.003	0.012	0.004	0.005	0.007	0.002	0.014	0.006	0.001	0.002	-0.008	-0.004	0.015	0.004	0.003	0.010	0.006	0.005	0.010	0.009	0.011	0.002	0.007	0.005	0.005	0.004	0.000	0.001	0.002	0.010	0.006
1126	0.000	0.007	0.005	0.010	0.025	0.017	0.021	0.032	0.025	0.030	0.029	0.011	0.004	0.017	0.012	0.030	0.030	0.027	0.004	0.000	-0.001	0.012	0.016	0.010	0.011	0.014	0.018	0.007	0.014	0.000	0.022	-0.021	-0.011	0.015	0.010	0.020	0.022	0.016	0.011	0.017	0.011	0.010	0.010	0.011	0.010	0.014	0.008	0.007	0.012	0.007	0.015	0.011
1127	0.001	-0.014	-0.005	-0.022	-0.018	-0.018	-0.024	-0.029	-0.011	-0.027	-0.001	-0.028	-0.026	-0.017	-0.021	-0.029	-0.032	-0.019	-0.019	0.002	0.003	-0.020	-0.030	-0.022	-0.024	-0.032	-0.028	-0.041	-0.037	0.001	-0.026	0.045	0.023	-0.049	-0.023	-0.024	-0.028	-0.029	-0.023	-0.014	-0.026	-0.032	-0.023	-0.035	-0.036	-0.021	-0.010	-0.009	-0.015	-0.023	-0.036	-0.034
1128	-0.004	0.010	0.012	-0.004	0.000	0.009	0.005	0.006	0.007	0.014	0.004	0.002	0.007	0.004	0.013	0.010	0.010	0.002	-0.008	-0.003	-0.003	0.007	-0.012	-0.001	-0.001	0.000	-0.006	0.002	0.002	-0.009	0.004	0.003	0.001	-0.013	-0.001	0.004	0.009	-0.007	-0.002	0.008	-0.011	0.002	0.000	0.001	0.009	0.001	-0.012	-0.005	-0.002	-0.002	0.004	-0.003
1129	0.001	0.003	-0.001	-0.008	-0.016	-0.005	0.000	0.010	-0.015	0.014	-0.004	0.002	-0.009	-0.005	0.003	0.008	0.008	-0.020	-0.002	0.005	0.005	-0.011	-0.013	-0.010	-0.009	-0.015	0.003	-0.009	-0.015	0.002	0.000	0.019	0.010	0.001	-0.010	-0.001	0.003	0.004	-0.010	-0.006	-0.017	-0.013	-0.001	-0.007	-0.014	-0.015	-0.009	-0.006	-0.009	-0.014	-0.019	-0.004
1130	0.000	-0.012	-0.009	-0.005	-0.011	-0.016	-0.013	-0.014	-0.008	-0.026	-0.004	-0.008	-0.020	-0.012	-0.024	-0.018	-0.021	-0.009	-0.029	0.001	0.001	-0.018	-0.023	-0.011	-0.013	-0.016	-0.014	-0.021	-0.005	-0.002	-0.018	0.021	0.010	0.010	-0.010	-0.017	-0.016	-0.014	-0.012	-0.013	-0.020	-0.009	-0.022	-0.018	-0.007	-0.008	-0.005	-0.005	-0.006	-0.010	-0.021	-0.035
1131	0.002	0.009	0.005	-0.002	0.005	0.008	0.009	0.012	0.001	0.010	0.008	0.009	0.006	0.005	0.003	0.011	0.014	0.006	-0.003	0.000	-0.001	0.012	-0.008	-0.001	0.000	0.002	0.013	-0.001	0.001	0.004	0.002	0.003	0.001	0.012	-0.002	0.001	0.010	0.010	0.000	0.008	-0.005	0.004	0.000	-0.002	0.000	-0.003	-0.002	0.002	0.002	0.001	-0.001	0.002
1132	0.001	0.008	-0.013	-0.001	-0.001	-0.007	-0.012	-0.011	-0.007	-0.017	-0.007	-0.012	-0.007	-0.014	-0.003	-0.017	-0.015	-0.005	-0.023	-0.004	-0.004	-0.004	-0.017	-0.004	-0.004	-0.012	-0.005	-0.006	-0.006	0.001	0.019	0.007	0.004	-0.002	-0.003	0.021	-0.017	-0.003	-0.005	-0.006	-0.015	-0.011	0.002	-0.009	-0.009	-0.006	0.001	0.002	0.001	-0.008	-0.021	-0.001
1133	-0.001	0.006	0.007	0.007	0.014	0.008	0.010	0.015	0.007	0.008	0.007	0.012	0.015	0.006	0.005	0.014	0.014	0.002	0.017	0.005	0.005	-0.003	0.006	0.008	0.008	0.006	-0.009	0.012	0.000	-0.003	0.009	-0.015	-0.007	0.018	0.008	0.007	0.013	-0.011	0.007	0.005	0.012	0.017	0.014	0.012	0.008	0.000	0.005	0.001	0.011	0.008	0.011	0.017
1134	0.000	-0.010	-0.028	-0.015	-0.012	-0.022	-0.024	-0.027	-0.023	-0.032	-0.030	-0.028	-0.017	-0.030	-0.017	-0.032	-0.033	-0.025	-0.017	-0.009	-0.009	-0.019	-0.019	-0.014	-0.013	-0.017	-0.023	-0.005	-0.009	-0.001	-0.028	0.028	0.014	-0.039	-0.014	-0.027	-0.030	-0.025	-0.014	-0.020	-0.019	-0.014	-0.019	-0.007	-0.016	-0.014	-0.012	-0.007	-0.019	-0.018	-0.010	-0.017
1135	-0.001	-0.007	0.001	0.001	0.002	-0.002	0.002	0.004	0.001	0.003	-0.013	0.006	0.004	0.005	-0.004	0.003	0.003	0.008	-0.017	-0.010	-0.010	-0.003	0.002	0.001	0.002	-0.002	0.002	0.011	0.005	0.001	-0.022	-0.002	-0.001	-0.039	0.001	-0.021	0.005	0.004	0.000	-0.002	0.006	-0.005	-0.016	0.009	0.000	0.001	0.005	0.005	0.005	-0.002	-0.021	-0.030
1136	-0.003	0.007	0.009	0.010	0.023	0.016	0.018	0.022	0.009	0.022	0.017	0.011	0.017	0.025	0.011	0.022	0.025	0.012	0.017	0.006	0.007	0.009	0.022	0.013	0.011	0.021	0.016	0.005	0.016	-0.003	0.023	-0.025	-0.013	0.024	0.013	0.022	0.016	0.015	0.014	0.014	0.024	0.020	0.022	0.007	0.019	0.013	0.011	0.004	0.009	0.018	0.027	0.027
1137	0.003	-0.026	-0.036	-0.015	-0.015	-0.022	-0.033	-0.033	-0.017	-0.049	-0.018	-0.028	-0.014	-0.021	-0.017	-0.041	-0.044	-0.019	-0.007	0.003	0.003	-0.011	-0.023	-0.018	-0.017	-0.017	-0.016	-0.015	-0.012	0.006	-0.042	0.035	0.018	0.006	-0.018	-0.039	-0.038	-0.016	-0.018	-0.020	-0.022	-0.025	-0.023	-0.024	-0.016	-0.019	-0.015	-0.012	-0.014	-0.016	-0.024	-0.021
1138	0.001	-0.004	-0.008	0.006	-0.006	-0.008	-0.003	-0.001	-0.008	-0.001	-0.011	-0.010	-0.007	-0.009	-0.013	-0.001	0.001	-0.006	-0.024	-0.001	-0.001	-0.004	0.014	0.002	0.003	0.003	0.007	0.005	0.014	-0.002	-0.004	-0.004	-0.002	-0.007	0.002	-0.005	-0.003	0.008	0.002	-0.007	0.005	-0.009	0.001	0.007	0.004	-0.002	0.008	0.008	0.002	-0.002	-0.018	-0.001
1139	0.001	-0.004	0.004	0.002	-0.004	0.002	0.011	0.016	0.000	0.020	-0.003	0.008	0.002	-0.001	0.006	0.022	0.002	0.002	0.003	0.006	0.007	-0.007	0.009	0.003	0.005	-0.001	0.009	0.007	0.011	0.000	-0.022	-0.007	-0.003	0.009	-0.002	-0.021	0.016	0.009	0.003	0.002	0.008	-0.005	-0.005	0.007	0.000	-0.004	-0.001	-0.003	-0.003	0.004	-0.004	-0.004
1140	-0.001	-0.006	-0.005	0.006	0.009	-0.002	-0.001	0.003	-0.013	-0.008	-0.006	0.002	0.004	-0.006	0.004	-0.003	-0.007	-0.005	0.005	0.001	0.001	0.009	0.009	0.005	0.004	0.010	0.010	-0.006	0.005	0.000	0.003	-0.010	-0.005	0.004	0.005	0.002	-0.004	0.012	0.005	-0.004	0.014	0.008	0.002	-0.003	0.008	0.002	0.007	0.005	0.010	0.008	0.011	-0.004
1141	0.001	0.001	0.013	0.009	0.013	0.018	0.021	0.027	0.011	0.031	0.015	0.018	0.010	0.024	0.007	0.026	0.029	-0.001	0.034	0.005	0.005	0.013	0.017	0.013	0.012	0.022	0.008	0.011	0.006	0.000	0.002	-0.027	-0.014	0.012	0.013	0.002	0.025	0.008	0.015	0.017	0.018	0.025	0.019	0.014	0.016	0.017	-0.001	0.001	0.006	0.020	0.037	0.036
1142	-0.001	0.004	-0.034	-0.006	-0.013	-0.020	-0.029	-0.035	-0.018	-0.040	-0.010	-0.031	-0.006	-0.010	-0.013	-0.033	-0.013	-0.019	0.013	0.002	0.002	-0.003	0.001	-0.006	-0.005	-0.008	-0.002	-0.009	-0.008	0.001	0.009	0.011	0.006	0.001	-0.006	0.008	-0.014	-0.003	-0.006	-0.008	-0.006	-0.004	-0.002	-0.006	-0.005	-0.007	-0.006	-0.007	-0.006	-0.008	0.002	-0.002
1143	0.004	-0.021	-0.022	-0.004	0.001	-0.001	-0.008	-0.012	0.003	-0.016	-0.003	-0.011	-0.004	-0.002	-0.013	-0.014	-0.017	0.004	-0.012	-0.018	-0.018	0.006	0.013	-0.007	-0.006	0.004	-0.018	-0.010	-0.015	0.003	-0.031	0.006	0.003	-0.032	-0.003	-0.029	-0.013	-0.020	-0.002	-0.005	0.012	0.000	-0.011	-0.011	-0.002	0.006	-0.009	-0.009	-0.001	0.004	0.001	-0.007
1144	-0.001	-0.012	-0.014	-0.009	0.001	-0.002	-0.010	-0.018	0.003	-0.033	-0.016	-0.008	-0.004	0.004	-0.004	-0.021	-0.023	0.009	-0.026	-0.014	-0.014	-0.007	-0.010	-0.010	-0.010	-0.005	-0.010	-0.011	-0.003	0.001	-0.007	0.023	0.011	-0.029	-0.012	-0.006	-0.015	-0.008	-0.016	0.000	-0.012	-0.006	-0.018	-0.005	-0.011	-0.016	-0.008	0.004	-0.012	-0.010	-0.010	-0.019
1145	-0.002	0.000	0.015	0.008	0.003	0.012	0.009	0.011	0.009	0.020	0.008	0.008	0.008	0.006	0.013	0.014	0.017	0.017	-0.001	-0.004	-0.003	0.009	0.001	0.007	0.007	0.007	0.005	0.014	0.012	-0.003	-0.005	-0.018	-0.008	-0.022	0.009	-0.004	0.014	0.004	0.009	0.009	0.002	0.002	0.005	0.009	0.008	0.013	0.005	0.007	0.005	0.013	0.000	-0.001
1146	-0.004	0.018	0.004	0.012	0.011	0.014	0.011	0.014	0.003	0.013	0.004	0.011	0.023	0.010	0.026	0.017	0.017	0.006	0.012	0.004	0.003	0.017	0.014	0.013	0.010	0.016	0.008	0.002	0.005	-0.007	0.024	-0.026	-0.013	0.011	0.013	0.022	0.013	0.008	0.014	0.013	0.011	0.019	0.028	0.005	0.016	0.012	0.002	0.005	0.015	0.019	0.028	0.032
1147	-0.003	0.018	0.016	0.007	0.014	0.009	0.018	0.017	0.005	0.018	0.013	0.016	0.018	0.012	0.008	0.020	0.022	-0.004	0.023	0.006	0.007	0.003	-0.017	0.009	0.010	0.004	0.011	0.025	0.011	-0.002	0.023	-0.017	-0.009	0.031	0.009	0.022	0.019	0.010	0.009	0.008	-0.006	0.016	0.014	0.021	0.005	0.008	0.006	0.007	0.001	0.005	0.016	0.025
1148	0.000	-0.011	0.021	0.011	0.006	0.011	0.015	0.018	0.015	0.025	0.015	0.015	0.006	0.011	0.007	0.020	0.022	0.012	0.004	-0.008	-0.008	0.002	0.003	0.009	0.009	0.007	0.001	0.002	0.006	0.001	0.000	-0.018	-0.010	-0.005	0.009	0.001	0.017	0.003	0.009	0.011	0.002	0.013	0.014	0.003	0.016	0.013	0.008	0.002	0.003	0.008	0.017	0.008
1149	-0.003	0.001	0.009	0.014	0.009	0.012	0.011	0.010	0.010	0.016	0.014	0.010	0.011	0.016	0.011	0.012	0.014	0.008	-0.015	-0.007	-0.008	0.010	0.022	0.015	0.015	0.016	0.017	0.019	0.017	-0.004	-0.003	-0.030	-0.014	-0.026	0.015	-0.003	0.010	0.017	0.014	0.011	0.022	0.010	0.010	0.019	0.018	0.016	0.008	0.013	0.012	0.019	0.007	0.014
1150	0.004	0.013	-0.009	-0.001	0.004	-0.001	-0.006	-0.008	-0.003	-0.020	-0.008	-0.001	-0.005	0.007	-0.003	-0.015	-0.020	-0.008	0.031	0.019	0.019	0.004	-0.008	-0.001	-0.009	0.000	0.006	-0.011	-0.011	0.003	0.027	0.002	0.001	0.050	-0.002	0.022	-0.008	0.008	0.000	-0.002	-0.003	0.001	0.006	-0.008	-0.005	0.002	-0.001	-0.008	-0.002	0.005	0.003	0.013
1151	0.001	0.000	-0.008	0.005	0.003	-0.007	-0.006	-0.005	-0.004	-0.033	0.000	-0.002	-0.003	0.003	-0.009	-0.012	-0.012	-0.013	0.012	0.009	0.009	0.005	-0.005	0.001	-0.001	0.004	0.006	-0.007	0.006	0.002	-0.002	-0.003	-0.001	0.013	0.002	-0.002	-0.009	0.007	0.002	-0.003	-0.002	0.004	-0.002	-0.005	0.005	0.004	0.005	0.003	0.002	-0.004	-0.003	-0.002
1152	-0.003	0.021	0.010	0.008	0.010	0.013	0.009	0.010	0.005	0.006	0.005	0.005	0.011	0.018	0.004	0.009	0.008	0.010	0.004	0.002	0.002	0.007	0.020	0.011	0.010	0.015	0.013	0.017	0.015	0.000	0.016	-0.022	-0.011	0.012	0.011	0.019	0.009	0.013	0.011	0.012	0.009	0.016	0.014	0.015	0.010	0.012	0.007	0.004	-0.001	0.014	0.018	0.018
1153	0.005	-0.001	-0.010	-0.006	-0.013	-0.011	-0.013	-0.016	-0.004	-0.038	-0.010	-0.005	-0.010	-0.007	-0.018	-0.025	-0.028	-0.012	0.000	0.007	0.007	0.001	-0.013	-0.008	-0.009	-0.006	-0.003	-0.015	-0.016	0.006	-0.023	0.014	0.007	0.008	-0.008	-0.021	-0.017	-0.001	-0.007	-0.011	-0.011	-0.009	-0.007	-0.013	-0.012	-0.005	-0.003	-0.004	-0.004	-0.006	-0.010	-0.010
1154	0.003	-0.008	-0.041	-0.011	-0.015	-0.028	-0.030	-0.046	-0.021	-0.062	-0.018	-0.026	-0.015	-0.026	-0.029	-0.050	-0.050	-0.023	-0.011	0.009	0.009	-0.019	-0.027	-0.018	-0.020	-0.021	-0.019	-0.029	-0.023	0.003	-0.013	0.036	0.018	-0.025	-0.018	-0.013	-0.037	-0.017	-0.018	-0.029	-0.026	-0.020	-0.024	-0.027	-0.018	-0.017	-0.007	-0.011	-0.014	-0.019	-0.038	-0.036
1155	0.001	0.009	-0.008	-0.005	-0.009	-0.010	-0.006	-0.010	-0.008	0.008	-0.015	-0.010	-0.011	-0.016	-0.009	-0.009	-0.010	-0.009	0.029	0.008	0.008	-0.001	-0.002	-0.004	-0.003	-0.005	0.004	-0.003	0.011	0.001	0.019	0.009	0.004	0.009	-0.004	0.017	-0.010	0.004	-0.004	-0.010	-0.003	-0.004	-0.004	-0.005	-0.010	-0.008	-0.004	0.004	0.001	-0.005	0.000	0.003
1156	0.002	0.014	0.014	0.004	0.013	0.017	0.014	0.021	0.006	0.023	0.010	0.014	0.015	0.017	0.017	0.017	0.020	0.015	0.034	0.009	0.008	0.008	0.001	0.003	0.003	0.009	-0.008	0.004	0.009	0.003	0.012	-0.007	-0.004	0.057	0.003	0.011	0.016	-0.009	0.004	0.016	0.003	0.010	0.008	0.001	0.004	0.002	0.001	-0.002	0.003	0.006	0.025	0.015
1157	-0.003	-0.006	-0.010	-0.005	-0.004	-0.012	-0.008	-0.007	-0.004	-0.010	-0.005	-0.006	-0.009	-0.005	-0.016	-0.007	-0.009	-0.008	-0.008	0.003	0.003	-0.006	-0.015	-0.007	-0.007	-0.016	-0.012	-0.012	-0.020	-0.006	-0.022	0.013	0.007	0.004	-0.007	-0.021	-0.009	-0.010	-0.008	-0.009	-0.008	-0.011	-0.007	-0.007	-0.011	-0.009	-0.004	-0.004	-0.002	-0.008	-0.025	-0.018
1158	0.001	0.009	0.000	0.003	0.005	0.007	0.003	0.008	0.000	0.001	0.009	0.003	0.001	0.004	0.001	0.001	0.000	0.003	0.016	0.004	0.004	-0.002	-0.006	0.006	0.002	0.007	0.011	0.000	-0.003	0.002	0.016	-0.011	-0.006	0.023	0.006	0.016	0.002	0.011	0.006	0.006	-0.006	0.009	0.026	-0.002	0.001	0.011	0.003	0.002	-0.005	0.000	0.022	0.064
1159	-0.001	-0.006	-0.024	-0.008	-0.011	-0.012	-0.015	-0.015	-0.005	-0.029	-0.012	-0.012	-0.011	-0.017	-0.012	-0.017	-0.019	-0.003	0.014	0.009	0.008	-0.011	-0.012	-0.009	-0.011	-0.016	-0.009	-0.016	-0.014	-0.004	-0.014	0.017	0.009	0.032	-0.009	-0.014	-0.020	-0.007	-0.009	-0.011	-0.015	-0.012	-0.003	-0.013	-0.011	-0.003	-0.006	-0.010	-0.007	-0.010	0.002	-0.009
1160	0.002	0.007	0.015	0.016	0.014	0.014	0.015	0.015	0.009	0.024	0.016	0.011	0.007	0.018	0.012	0.015	0.018	0.014	-0.014	-0.012	-0.011	0.018	0.030	0.017	0.013	0.023	0.018	0.013	0.019	0.006	0.019	-0.033	-0.017	-0.037	0.017	0.018	0.017	0.016	0.017	0.014	0.027	0.016	0.018	0.012	0.014	0.024	0.014	0.009	0.008	0.019	0.021	0.034
